campaignid,sample,latitude,longitude,date,time,location,site,depth,observer,successful.count,successful.length,raw.hdd.number,con.hdd.number,commonwealth.zone,state.zone,status
2014-12_Geographe.Bay_stereoBRUVs,807,-33.494,115.4907,16/12/2014,10:50:00,Geographe Bay,Geographe Bay,14,Curtin,Yes,Yes,NA,3R 4L,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,810,-33.5513,115.3766,16/12/2014,13:44:00,Geographe Bay,Geographe Bay,14.3,Logan,Yes,Yes,NA,4,National Park Zone,NA,No-take
2014-12_Geographe.Bay_stereoBRUVs,816,-33.3996,115.5633,14/12/2014,11:09:00,Geographe Bay,Geographe Bay,7.9,Curtin,Yes,Yes,NA,5,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,823,-33.5857,115.2872,17/12/2014,8:19:00,Geographe Bay,Geographe Bay,16.2,Curtin,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,826,-33.5427,115.4006,13/12/2014,5:45:00,Geographe Bay,Geographe Bay,12.8,Logan,Yes,Yes,NA,4,National Park Zone,NA,No-take
2014-12_Geographe.Bay_stereoBRUVs,828,-33.4175,115.5296,14/12/2014,11:38:00,Geographe Bay,Geographe Bay,7.6,NA,Yes,Yes,NA,3,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,832,-33.4556,115.5197,16/12/2014,6:43:00,Geographe Bay,Geographe Bay,12.6,Curtin,Yes,Yes,NA,2,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,839,-33.4873,115.4085,16/12/2014,13:00:00,Geographe Bay,Geographe Bay,20,Daphne,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,842,-33.5681,115.1149,15/12/2014,6:40:00,Geographe Bay,Geographe Bay,22.3,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,843,-33.6,115.2586,15/12/2014,13:43:00,Geographe Bay,Geographe Bay,14.6,Curtin,Yes,Yes,NA,BH,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,848,-33.3519,115.5323,14/12/2014,8:53:00,Geographe Bay,Geographe Bay,10.4,Logan,Yes,Yes,NA,4,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,855,-33.4901,115.4358,13/12/2014,8:09:00,Geographe Bay,Geographe Bay,15.2,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,858,-33.5573,115.3462,17/12/2014,6:29:00,Geographe Bay,Geographe Bay,16.6,Logan,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,864,-33.5833,115.3721,17/12/2014,5:50:00,Geographe Bay,Geographe Bay,12.4,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,879,-33.6169,115.1829,15/12/2014,10:31:00,Geographe Bay,Geographe Bay,8.1,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,880,-33.5366,115.4444,16/12/2014,15:41:00,Geographe Bay,Geographe Bay,10.9,Curtin,Yes,Yes,NA,5,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,1038,-33.5333,115.42,16/12/2014,15:33:00,Geographe Bay,Geographe Bay,13.9,Daphne,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,1108,-33.558,115.4144,16/12/2014,15:20:00,Geographe Bay,Geographe Bay,11.9,Curtin,Yes,Yes,NA,5,NA,Sanctuary Zone (IUCN VI),No-take
2014-12_Geographe.Bay_stereoBRUVs,10001,-33.4217,115.3722,14/12/2014,6:17:00,Geographe Bay,Geographe Bay,15.9,Logan,Yes,Yes,NA,4,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,10003,-33.4213,115.3594,14/12/2014,6:23:00,Geographe Bay,Geographe Bay,16.5,Molly,Yes,No,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,10005,-33.4778,115.3694,14/12/2014,14:03:00,Geographe Bay,Geographe Bay,13.7,Curtin,Yes,Yes,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R2,-33.3967,115.5076,11/12/2014,12:26:00,Geographe Bay,Geographe Bay,18.6,Brooke,Yes,Yes,NA,2,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R3,-33.4122,115.5205,11/12/2014,12:40:00,Geographe Bay,Geographe Bay,14.7,Brooke,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R4,-33.4197,115.5176,11/12/2014,12:48:00,Geographe Bay,Geographe Bay,14.5,Brooke,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC1,-33.5932,115.2133,12/12/2014,6:09:00,Geographe Bay,Geographe Bay,26.5,Logan,Yes,Yes,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC2,-33.5916,115.2379,12/12/2014,8:23:00,Geographe Bay,Geographe Bay,17.6,Daphne,Yes,Yes,NA,2,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC3,-33.5915,115.2415,12/12/2014,8:32:00,Geographe Bay,Geographe Bay,17.9,Daphne,Yes,Yes,NA,2,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC5,-33.5621,115.3443,12/12/2014,11:16:00,Geographe Bay,Geographe Bay,14.2,Daphne,Yes,Yes,NA,1,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC6,-33.5711,115.3481,12/12/2014,11:22:00,Geographe Bay,Geographe Bay,14.7,Logan,Yes,Yes,NA,4L,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC7,-33.5118,115.4179,12/12/2014,13:38:00,Geographe Bay,Geographe Bay,15.2,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC8,-33.5149,115.4182,12/12/2014,13:41:00,Geographe Bay,Geographe Bay,14.1,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC9,-33.5162,115.4064,12/12/2014,13:48:00,Geographe Bay,Geographe Bay,14.5,Molly,Yes,Yes,NA,3R 4L,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC1,-33.506,115.4308,13/12/2014,6:11:00,Geographe Bay,Geographe Bay,13.8,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC11,-33.374,115.3693,13/12/2014,13:23:00,Geographe Bay,Geographe Bay,31,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC12,-33.3744,115.3668,13/12/2014,13:25:00,Geographe Bay,Geographe Bay,31.3,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
